,carat,cut,color,clarity,depth,table,x,y,z,price_predict,price_predicted
4074,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,6431.0,6431.0
4075,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,2673.0,2673.0
4076,2.01,Very Good,H,I1,58.1,63.0,8.3,8.19,4.79,10662.0,10662.0
4077,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,3980.0,3980.0
4078,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,4229.0,4229.0
4079,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,8499.0,8499.0
4080,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,-28.0,-28.0
4081,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,1119.0,1119.0
4082,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,4653.0,4653.0
4083,1.2,Very Good,I,VS2,61.7,59.0,6.83,6.88,4.23,6659.0,6659.0
4084,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3609.0,3609.0
4085,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,1541.0,1541.0
4086,1.02,Very Good,I,VS2,59.3,59.0,6.57,6.62,3.91,5051.0,5051.0
4087,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,1234.0,1234.0
4088,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,-719.0,-719.0
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3877.0,3877.0
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,12488.0,12488.0
4091,1.61,Very Good,E,SI1,62.3,57.0,7.43,7.47,4.64,11373.0,11373.0
4092,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,392.0,392.0
4093,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,2615.0,2615.0
4094,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,2323.0,2323.0
4095,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,861.0,861.0
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,7715.0,7715.0
4097,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,47.0,47.0
4098,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,383.0,383.0
4099,1.51,Premium,H,SI1,58.0,59.0,7.57,7.54,4.38,9602.0,9602.0
4100,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,1887.0,1887.0
4101,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,1975.0,1975.0
4102,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,4909.0,4909.0
4103,1.05,Ideal,E,VVS2,62.4,56.0,6.49,6.52,4.06,7421.0,7421.0
4104,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4827.0,4827.0
4105,1.15,Premium,G,SI2,62.7,58.0,6.71,6.69,4.2,5651.0,5651.0
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,4138.0,4138.0
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,2376.0,2376.0
4108,1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,5044.0,5044.0
4109,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,3272.0,3272.0
4110,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,5079.0,5079.0
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,1504.0,1504.0
4112,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,1823.0,1823.0
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,1385.0,1385.0
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,5751.0,5751.0
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1695.0,1695.0
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,803.0,803.0
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,7217.0,7217.0
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,13404.0,13404.0
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,9705.0,9705.0
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,13114.0,13114.0
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,3524.0,3524.0
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,5385.0,5385.0
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,275.0,275.0
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1859.0,1859.0
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,5069.0,5069.0
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,61.0,61.0
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,4959.0,4959.0
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,1301.0,1301.0
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,107.0,107.0
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,731.0,731.0
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4069.0,4069.0
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,3195.0,3195.0
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,353.0,353.0
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,632.0,632.0
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,10366.0,10366.0
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,-659.0,-659.0
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4531.0,4531.0
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,1951.0,1951.0
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9775.0,9775.0
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,4891.0,4891.0
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,957.0,957.0
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2552.0,2552.0
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,4724.0,4724.0
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5457.0,5457.0
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,6895.0,6895.0
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,-376.0,-376.0
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,2527.0,2527.0
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1379.0,1379.0
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5555.0,5555.0
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,4556.0,4556.0
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7426.0,7426.0
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,9935.0,9935.0
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1367.0,1367.0
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,507.0,507.0
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,755.0,755.0
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,354.0,354.0
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,1354.0,1354.0
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3693.0,3693.0
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,6501.0,6501.0
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,316.0,316.0
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,1763.0,1763.0
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10947.0,10947.0
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,6755.0,6755.0
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2625.0,2625.0
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,11571.0,11571.0
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,4221.0,4221.0
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,2224.0,2224.0
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3706.0,3706.0
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,19169.0,19169.0
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,-905.0,-905.0
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,-980.0,-980.0
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,453.0,453.0
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2819.0,2819.0
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,7325.0,7325.0
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,15024.0,15024.0
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,10325.0,10325.0
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,1539.0,1539.0
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3363.0,3363.0
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,7506.0,7506.0
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,4635.0,4635.0
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,2481.0,2481.0
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,1671.0,1671.0
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,5714.0,5714.0
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1454.0,1454.0
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,1942.0,1942.0
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5563.0,5563.0
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,-413.0,-413.0
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,-109.0,-109.0
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,-2086.0,-2086.0
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,5677.0,5677.0
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,3825.0,3825.0
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,129.0,129.0
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,278.0,278.0
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,348.0,348.0
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3939.0,3939.0
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9954.0,9954.0
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2101.0,2101.0
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,134.0,134.0
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,6595.0,6595.0
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,6758.0,6758.0
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,5997.0,5997.0
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,8133.0,8133.0
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2231.0,2231.0
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2163.0,2163.0
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,10543.0,10543.0
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,-565.0,-565.0
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,6662.0,6662.0
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,1284.0,1284.0
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,1338.0,1338.0
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6933.0,6933.0
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,908.0,908.0
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6303.0,6303.0
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7247.0,7247.0
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,10625.0,10625.0
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,8007.0,8007.0
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3303.0,3303.0
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,-219.0,-219.0
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3182.0,3182.0
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,2154.0,2154.0
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2407.0,2407.0
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3766.0,3766.0
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9917.0,9917.0
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,2323.0,2323.0
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2622.0,2622.0
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,2557.0,2557.0
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5647.0,5647.0
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1365.0,1365.0
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,-755.0,-755.0
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,396.0,396.0
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,-1237.0,-1237.0
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,679.0,679.0
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2548.0,2548.0
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,-20.0,-20.0
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6998.0,6998.0
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,4511.0,4511.0
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1118.0,1118.0
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5834.0,5834.0
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6659.0,6659.0
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,15057.0,15057.0
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,14558.0,14558.0
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,6107.0,6107.0
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,5191.0,5191.0
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4719.0,4719.0
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3567.0,3567.0
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1307.0,1307.0
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1693.0,1693.0
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,6999.0,6999.0
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,-1174.0,-1174.0
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,13321.0,13321.0
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,12695.0,12695.0
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,1279.0,1279.0
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3723.0,3723.0
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2101.0,2101.0
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,1268.0,1268.0
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5309.0,5309.0
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17779.0,17779.0
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,933.0,933.0
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,-15.0,-15.0
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,9177.0,9177.0
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5674.0,5674.0
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,205.0,205.0
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,6052.0,6052.0
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,1835.0,1835.0
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,513.0,513.0
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2391.0,2391.0
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1833.0,1833.0
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,4979.0,4979.0
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1613.0,1613.0
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9968.0,9968.0
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2085.0,2085.0
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7237.0,7237.0
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,-873.0,-873.0
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,-2099.0,-2099.0
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4977.0,4977.0
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,543.0,543.0
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,7599.0,7599.0
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,14351.0,14351.0
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2185.0,2185.0
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1088.0,1088.0
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1241.0,1241.0
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2722.0,2722.0
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6471.0,6471.0
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,9350.0,9350.0
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4859.0,4859.0
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,6192.0,6192.0
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,1335.0,1335.0
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7954.0,7954.0
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,-577.0,-577.0
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2675.0,2675.0
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,-866.0,-866.0
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5783.0,5783.0
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,1973.0,1973.0
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1818.0,1818.0
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,6025.0,6025.0
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,6328.0,6328.0
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3325.0,3325.0
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9187.0,9187.0
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1688.0,1688.0
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1949.0,1949.0
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1837.0,1837.0
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2157.0,2157.0
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,-163.0,-163.0
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,103.0,103.0
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,2393.0,2393.0
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,813.0,813.0
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7500.0,7500.0
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,1888.0,1888.0
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,2211.0,2211.0
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1511.0,1511.0
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,3145.0,3145.0
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,6301.0,6301.0
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,14871.0,14871.0
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,9185.0,9185.0
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5800.0,5800.0
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,1353.0,1353.0
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,434.0,434.0
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,649.0,649.0
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,284.0,284.0
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,8929.0,8929.0
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,831.0,831.0
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9475.0,9475.0
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2265.0,2265.0
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,785.0,785.0
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2718.0,2718.0
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5751.0,5751.0
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,5097.0,5097.0
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,645.0,645.0
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,629.0,629.0
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,5253.0,5253.0
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,5281.0,5281.0
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,523.0,523.0
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,6101.0,6101.0
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,-409.0,-409.0
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9497.0,9497.0
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,4333.0,4333.0
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,6409.0,6409.0
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4583.0,4583.0
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3147.0,3147.0
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,2533.0,2533.0
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1974.0,1974.0
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,1707.0,1707.0
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5585.0,5585.0
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1921.0,1921.0
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5553.0,5553.0
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,2227.0,2227.0
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,698.0,698.0
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,6688.0,6688.0
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,1062.0,1062.0
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,3989.0,3989.0
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,6151.0,6151.0
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,7530.0,7530.0
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15183.0,15183.0
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,-927.0,-927.0
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3037.0,3037.0
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2862.0,2862.0
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,8303.0,8303.0
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,12295.0,12295.0
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5720.0,5720.0
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,3777.0,3777.0
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,13768.0,13768.0
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,2026.0,2026.0
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4634.0,4634.0
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3898.0,3898.0
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,853.0,853.0
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,1313.0,1313.0
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,-5.0,-5.0
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,1937.0,1937.0
